seed,op,a,b,k,ok,got,want
12,divide,5,8,0,1,0,0
12,divide,5,9,0,1,0,0
12,divide,6,1,6,1,6,6
12,divide,6,2,6,1,3,3
12,divide,6,3,6,1,2,2
12,divide,6,4,4,1,1,1
12,divide,6,5,5,1,1,1
12,divide,6,6,6,1,1,1
12,divide,6,7,0,1,0,0
12,divide,6,8,0,1,0,0
12,divide,6,9,0,1,0,0
12,divide,7,1,7,1,7,7
12,divide,7,2,6,1,3,3
12,divide,7,3,6,1,2,2
12,divide,7,4,4,1,1,1
12,divide,7,5,5,1,1,1
12,divide,7,6,6,1,1,1
12,divide,7,7,7,1,1,1
12,divide,7,8,0,1,0,0
12,divide,7,9,0,1,0,0
12,divide,8,1,8,1,8,8
12,divide,8,2,8,1,4,4
12,divide,8,3,6,1,2,2
12,divide,8,4,8,1,2,2
12,divide,8,5,5,1,1,1
12,divide,8,6,6,1,1,1
12,divide,8,7,7,1,1,1
12,divide,8,8,8,1,1,1
12,divide,8,9,0,1,0,0
12,divide,9,1,9,1,9,9
12,divide,9,2,8,1,4,4
12,divide,9,3,9,1,3,3
12,divide,9,4,8,1,2,2
12,divide,9,5,5,1,1,1
12,divide,9,6,6,1,1,1
12,divide,9,7,7,1,1,1
12,divide,9,8,8,1,1,1
12,divide,9,9,9,1,1,1
14,add,1,1,1,1,2,2
14,add,1,2,2,1,3,3
14,add,1,3,3,1,4,4
14,add,1,4,4,1,5,5
14,add,1,5,5,1,6,6
14,add,1,6,6,1,7,7
14,add,1,7,7,1,8,8
14,add,1,8,8,1,9,9
14,add,1,9,9,1,10,10
14,add,2,1,1,1,3,3
14,add,2,2,2,1,4,4
14,add,2,3,3,1,5,5
14,add,2,4,4,1,6,6
14,add,2,5,5,1,7,7
14,add,2,6,6,1,8,8
14,add,2,7,7,1,9,9
14,add,2,8,8,1,10,10
14,add,2,9,9,1,11,11
14,add,3,1,1,1,4,4
14,add,3,2,2,1,5,5
14,add,3,3,3,1,6,6
14,add,3,4,4,1,7,7
14,add,3,5,5,1,8,8
14,add,3,6,6,1,9,9
14,add,3,7,7,1,10,10
14,add,3,8,8,1,11,11
14,add,3,9,9,1,12,12
14,add,4,1,1,1,5,5
14,add,4,2,2,1,6,6
14,add,4,3,3,1,7,7
14,add,4,4,4,1,8,8
14,add,4,5,5,1,9,9
14,add,4,6,6,1,10,10
14,add,4,7,7,1,11,11
14,add,4,8,8,1,12,12
14,add,4,9,9,1,13,13
14,add,5,1,1,1,6,6
14,add,5,2,2,1,7,7
14,add,5,3,3,1,8,8
14,add,5,4,4,1,9,9
14,add,5,5,5,1,10,10
14,add,5,6,6,1,11,11
14,add,5,7,7,1,12,12
14,add,5,8,8,1,13,13
14,add,5,9,9,1,14,14
14,add,6,1,1,1,7,7
14,add,6,2,2,1,8,8
14,add,6,3,3,1,9,9
14,add,6,4,4,1,10,10
14,add,6,5,5,1,11,11
14,add,6,6,6,1,12,12
14,add,6,7,7,1,13,13
14,add,6,8,8,1,14,14
14,add,6,9,9,1,15,15
14,add,7,1,1,1,8,8
14,add,7,2,2,1,9,9
14,add,7,3,3,1,10,10
14,add,7,4,4,1,11,11
14,add,7,5,5,1,12,12
14,add,7,6,6,1,13,13
14,add,7,7,7,1,14,14
14,add,7,8,8,1,15,15
14,add,7,9,9,1,16,16
14,add,8,1,1,1,9,9
14,add,8,2,2,1,10,10
14,add,8,3,3,1,11,11
14,add,8,4,4,1,12,12
14,add,8,5,5,1,13,13
14,add,8,6,6,1,14,14
14,add,8,7,7,1,15,15
14,add,8,8,8,1,16,16
14,add,8,9,9,1,17,17
14,add,9,1,1,1,10,10
14,add,9,2,2,1,11,11
14,add,9,3,3,1,12,12
14,add,9,4,4,1,13,13
14,add,9,5,5,1,14,14
14,add,9,6,6,1,15,15
14,add,9,7,7,1,16,16
14,add,9,8,8,1,17,17
14,add,9,9,9,1,18,18
14,subtract,1,1,1,1,0,0
14,subtract,1,2,2,1,0,0
14,subtract,1,3,3,1,0,0
14,subtract,1,4,4,1,0,0
14,subtract,1,5,5,1,0,0
14,subtract,1,6,6,1,0,0
14,subtract,1,7,7,1,0,0
14,subtract,1,8,8,1,0,0
14,subtract,1,9,9,1,0,0
14,subtract,2,1,1,1,1,1
14,subtract,2,2,2,1,0,0
14,subtract,2,3,3,1,0,0
14,subtract,2,4,4,1,0,0
14,subtract,2,5,5,1,0,0
14,subtract,2,6,6,1,0,0
14,subtract,2,7,7,1,0,0
14,subtract,2,8,8,1,0,0
14,subtract,2,9,9,1,0,0
14,subtract,3,1,1,1,2,2
14,subtract,3,2,2,1,1,1
14,subtract,3,3,3,1,0,0
14,subtract,3,4,4,1,0,0
14,subtract,3,5,5,1,0,0
14,subtract,3,6,6,1,0,0
14,subtract,3,7,7,1,0,0
14,subtract,3,8,8,1,0,0
14,subtract,3,9,9,1,0,0
14,subtract,4,1,1,1,3,3
14,subtract,4,2,2,1,2,2
14,subtract,4,3,3,1,1,1
14,subtract,4,4,4,1,0,0
14,subtract,4,5,5,1,0,0
14,subtract,4,6,6,1,0,0
14,subtract,4,7,7,1,0,0
14,subtract,4,8,8,1,0,0
14,subtract,4,9,9,1,0,0
14,subtract,5,1,1,1,4,4
14,subtract,5,2,2,1,3,3
14,subtract,5,3,3,1,2,2
14,subtract,5,4,4,1,1,1
14,subtract,5,5,5,1,0,0
14,subtract,5,6,6,1,0,0
14,subtract,5,7,7,1,0,0
14,subtract,5,8,8,1,0,0
14,subtract,5,9,9,1,0,0
14,subtract,6,1,1,1,5,5
14,subtract,6,2,2,1,4,4
14,subtract,6,3,3,1,3,3
14,subtract,6,4,4,1,2,2
14,subtract,6,5,5,1,1,1
14,subtract,6,6,6,1,0,0
14,subtract,6,7,7,1,0,0
14,subtract,6,8,8,1,0,0
14,subtract,6,9,9,1,0,0
14,subtract,7,1,1,1,6,6
14,subtract,7,2,2,1,5,5
14,subtract,7,3,3,1,4,4
14,subtract,7,4,4,1,3,3
14,subtract,7,5,5,1,2,2
14,subtract,7,6,6,1,1,1
14,subtract,7,7,7,1,0,0
14,subtract,7,8,8,1,0,0
14,subtract,7,9,9,1,0,0
14,subtract,8,1,1,1,7,7
14,subtract,8,2,2,1,6,6
14,subtract,8,3,3,1,5,5
14,subtract,8,4,4,1,4,4
14,subtract,8,5,5,1,3,3
14,subtract,8,6,6,1,2,2
14,subtract,8,7,7,1,1,1
14,subtract,8,8,8,1,0,0
14,subtract,8,9,9,1,0,0
14,subtract,9,1,1,1,8,8
14,subtract,9,2,2,1,7,7
14,subtract,9,3,3,1,6,6
14,subtract,9,4,4,1,5,5
14,subtract,9,5,5,1,4,4
14,subtract,9,6,6,1,3,3
14,subtract,9,7,7,1,2,2
14,subtract,9,8,8,1,1,1
14,subtract,9,9,9,1,0,0
14,multiply,1,1,1,1,1,1
14,multiply,1,2,2,1,2,2
14,multiply,1,3,3,1,3,3
14,multiply,1,4,4,1,4,4
14,multiply,1,5,5,1,5,5
14,multiply,1,6,6,1,6,6
14,multiply,1,7,7,1,7,7
14,multiply,1,8,8,1,8,8
14,multiply,1,9,9,1,9,9
14,multiply,2,1,2,1,2,2
14,multiply,2,2,4,1,4,4
14,multiply,2,3,6,1,6,6
14,multiply,2,4,8,1,8,8
14,multiply,2,5,10,1,10,10
14,multiply,2,6,12,1,12,12
14,multiply,2,7,14,1,14,14
14,multiply,2,8,16,1,16,16
14,multiply,2,9,18,1,18,18
14,multiply,3,1,3,1,3,3
14,multiply,3,2,6,1,6,6
14,multiply,3,3,9,1,9,9
14,multiply,3,4,12,1,12,12
14,multiply,3,5,15,1,15,15
14,multiply,3,6,18,1,18,18
14,multiply,3,7,21,1,21,21
14,multiply,3,8,24,1,24,24
14,multiply,3,9,27,1,27,27
14,multiply,4,1,4,1,4,4
14,multiply,4,2,8,1,8,8
14,multiply,4,3,12,1,12,12
14,multiply,4,4,16,1,16,16
14,multiply,4,5,20,1,20,20
14,multiply,4,6,24,1,24,24
14,multiply,4,7,28,1,28,28
14,multiply,4,8,32,1,32,32
14,multiply,4,9,36,1,36,36
14,multiply,5,1,5,1,5,5
14,multiply,5,2,10,1,10,10
14,multiply,5,3,15,1,15,15
14,multiply,5,4,20,1,20,20
14,multiply,5,5,25,1,25,25
14,multiply,5,6,30,1,30,30
14,multiply,5,7,35,1,35,35
14,multiply,5,8,40,1,40,40
14,multiply,5,9,45,1,45,45
14,multiply,6,1,6,1,6,6
14,multiply,6,2,12,1,12,12
14,multiply,6,3,18,1,18,18
14,multiply,6,4,24,1,24,24
14,multiply,6,5,30,1,30,30
14,multiply,6,6,36,1,36,36
14,multiply,6,7,42,1,42,42
14,multiply,6,8,48,1,48,48
14,multiply,6,9,54,1,54,54
14,multiply,7,1,7,1,7,7
14,multiply,7,2,14,1,14,14
14,multiply,7,3,21,1,21,21
14,multiply,7,4,28,1,28,28
14,multiply,7,5,35,1,35,35
14,multiply,7,6,42,1,42,42
14,multiply,7,7,49,1,49,49
14,multiply,7,8,56,1,56,56
14,multiply,7,9,63,1,63,63
14,multiply,8,1,8,1,8,8
14,multiply,8,2,16,1,16,16
14,multiply,8,3,24,1,24,24
14,multiply,8,4,32,1,32,32
14,multiply,8,5,40,1,40,40
14,multiply,8,6,48,1,48,48
14,multiply,8,7,56,1,56,56
14,multiply,8,8,64,1,64,64
14,multiply,8,9,72,1,72,72
14,multiply,9,1,9,1,9,9
14,multiply,9,2,18,1,18,18
14,multiply,9,3,27,1,27,27
14,multiply,9,4,36,1,36,36
14,multiply,9,5,45,1,45,45
14,multiply,9,6,54,1,54,54
14,multiply,9,7,63,1,63,63
14,multiply,9,8,72,1,72,72
14,multiply,9,9,81,1,81,81
14,divide,1,1,1,1,1,1
14,divide,1,2,0,1,0,0
14,divide,1,3,0,1,0,0
14,divide,1,4,0,1,0,0
14,divide,1,5,0,1,0,0
14,divide,1,6,0,1,0,0
14,divide,1,7,0,1,0,0
14,divide,1,8,0,1,0,0
14,divide,1,9,0,1,0,0
14,divide,2,1,2,1,2,2
14,divide,2,2,2,1,1,1
14,divide,2,3,0,1,0,0
14,divide,2,4,0,1,0,0
14,divide,2,5,0,1,0,0
14,divide,2,6,0,1,0,0
14,divide,2,7,0,1,0,0
14,divide,2,8,0,1,0,0
14,divide,2,9,0,1,0,0
14,divide,3,1,3,1,3,3
14,divide,3,2,2,1,1,1
14,divide,3,3,3,1,1,1
14,divide,3,4,0,1,0,0
14,divide,3,5,0,1,0,0
14,divide,3,6,0,1,0,0
14,divide,3,7,0,1,0,0
14,divide,3,8,0,1,0,0
14,divide,3,9,0,1,0,0
14,divide,4,1,4,1,4,4
14,divide,4,2,4,1,2,2
14,divide,4,3,3,1,1,1
14,divide,4,4,4,1,1,1
14,divide,4,5,0,1,0,0
14,divide,4,6,0,1,0,0
14,divide,4,7,0,1,0,0
14,divide,4,8,0,1,0,0
14,divide,4,9,0,1,0,0
14,divide,5,1,5,1,5,5
14,divide,5,2,4,1,2,2
14,divide,5,3,3,1,1,1
14,divide,5,4,4,1,1,1
14,divide,5,5,5,1,1,1
14,divide,5,6,0,1,0,0
14,divide,5,7,0,1,0,0
14,divide,5,8,0,1,0,0
14,divide,5,9,0,1,0,0
14,divide,6,1,6,1,6,6
14,divide,6,2,6,1,3,3
14,divide,6,3,6,1,2,2
14,divide,6,4,4,1,1,1
14,divide,6,5,5,1,1,1
14,divide,6,6,6,1,1,1
14,divide,6,7,0,1,0,0
14,divide,6,8,0,1,0,0
14,divide,6,9,0,1,0,0
14,divide,7,1,7,1,7,7
14,divide,7,2,6,1,3,3
14,divide,7,3,6,1,2,2
14,divide,7,4,4,1,1,1
14,divide,7,5,5,1,1,1
14,divide,7,6,6,1,1,1
14,divide,7,7,7,1,1,1
14,divide,7,8,0,1,0,0
14,divide,7,9,0,1,0,0
14,divide,8,1,8,1,8,8
14,divide,8,2,8,1,4,4
14,divide,8,3,6,1,2,2
14,divide,8,4,8,1,2,2
14,divide,8,5,5,1,1,1
14,divide,8,6,6,1,1,1
14,divide,8,7,7,1,1,1
14,divide,8,8,8,1,1,1
14,divide,8,9,0,1,0,0
14,divide,9,1,9,1,9,9
14,divide,9,2,8,1,4,4
14,divide,9,3,9,1,3,3
14,divide,9,4,8,1,2,2
14,divide,9,5,5,1,1,1
14,divide,9,6,6,1,1,1
14,divide,9,7,7,1,1,1
14,divide,9,8,8,1,1,1
14,divide,9,9,9,1,1,1
15,add,1,1,1,1,2,2
15,add,1,2,2,1,3,3
15,add,1,3,3,1,4,4
15,add,1,4,4,1,5,5
15,add,1,5,5,1,6,6
15,add,1,6,6,1,7,7
15,add,1,7,7,1,8,8
15,add,1,8,8,1,9,9
15,add,1,9,9,1,10,10
15,add,2,1,1,1,3,3
15,add,2,2,2,1,4,4
15,add,2,3,3,1,5,5
15,add,2,4,4,1,6,6
15,add,2,5,5,1,7,7
15,add,2,6,6,1,8,8
15,add,2,7,7,1,9,9
15,add,2,8,8,1,10,10
15,add,2,9,9,1,11,11
15,add,3,1,1,1,4,4
15,add,3,2,2,1,5,5
15,add,3,3,3,1,6,6
15,add,3,4,4,1,7,7
15,add,3,5,5,1,8,8
15,add,3,6,6,1,9,9
15,add,3,7,7,1,10,10
15,add,3,8,8,1,11,11
15,add,3,9,9,1,12,12
15,add,4,1,1,1,5,5
15,add,4,2,2,1,6,6
15,add,4,3,3,1,7,7
15,add,4,4,4,1,8,8
15,add,4,5,5,1,9,9
15,add,4,6,6,1,10,10
15,add,4,7,7,1,11,11
15,add,4,8,8,1,12,12
15,add,4,9,9,1,13,13
15,add,5,1,1,1,6,6
15,add,5,2,2,1,7,7
15,add,5,3,3,1,8,8
15,add,5,4,4,1,9,9
15,add,5,5,5,1,10,10
15,add,5,6,6,1,11,11
15,add,5,7,7,1,12,12
15,add,5,8,8,1,13,13
15,add,5,9,9,1,14,14
15,add,6,1,1,1,7,7
15,add,6,2,2,1,8,8
15,add,6,3,3,1,9,9
15,add,6,4,4,1,10,10
15,add,6,5,5,1,11,11
15,add,6,6,6,1,12,12
15,add,6,7,7,1,13,13
15,add,6,8,8,1,14,14
15,add,6,9,9,1,15,15
15,add,7,1,1,1,8,8
15,add,7,2,2,1,9,9
15,add,7,3,3,1,10,10
15,add,7,4,4,1,11,11
15,add,7,5,5,1,12,12
15,add,7,6,6,1,13,13
15,add,7,7,7,1,14,14
15,add,7,8,8,1,15,15
15,add,7,9,9,1,16,16
15,add,8,1,1,1,9,9
15,add,8,2,2,1,10,10
15,add,8,3,3,1,11,11
15,add,8,4,4,1,12,12
15,add,8,5,5,1,13,13
15,add,8,6,6,1,14,14
15,add,8,7,7,1,15,15
15,add,8,8,8,1,16,16
15,add,8,9,9,1,17,17
15,add,9,1,1,1,10,10
15,add,9,2,2,1,11,11
15,add,9,3,3,1,12,12
15,add,9,4,4,1,13,13
15,add,9,5,5,1,14,14
15,add,9,6,6,1,15,15
15,add,9,7,7,1,16,16
15,add,9,8,8,1,17,17
15,add,9,9,9,1,18,18
15,subtract,1,1,1,1,0,0
15,subtract,1,2,2,1,0,0
15,subtract,1,3,3,1,0,0
15,subtract,1,4,4,1,0,0
15,subtract,1,5,5,1,0,0
15,subtract,1,6,6,1,0,0
15,subtract,1,7,7,1,0,0
15,subtract,1,8,8,1,0,0
15,subtract,1,9,9,1,0,0
15,subtract,2,1,1,1,1,1
15,subtract,2,2,2,1,0,0
15,subtract,2,3,3,1,0,0
15,subtract,2,4,4,1,0,0
15,subtract,2,5,5,1,0,0
15,subtract,2,6,6,1,0,0
15,subtract,2,7,7,1,0,0
15,subtract,2,8,8,1,0,0
15,subtract,2,9,9,1,0,0
15,subtract,3,1,1,1,2,2
15,subtract,3,2,2,1,1,1
15,subtract,3,3,3,1,0,0
15,subtract,3,4,4,1,0,0
15,subtract,3,5,5,1,0,0
15,subtract,3,6,6,1,0,0
15,subtract,3,7,7,1,0,0
15,subtract,3,8,8,1,0,0
15,subtract,3,9,9,1,0,0
15,subtract,4,1,1,1,3,3
15,subtract,4,2,2,1,2,2
15,subtract,4,3,3,1,1,1
15,subtract,4,4,4,1,0,0
15,subtract,4,5,5,1,0,0
15,subtract,4,6,6,1,0,0
15,subtract,4,7,7,1,0,0
15,subtract,4,8,8,1,0,0
15,subtract,4,9,9,1,0,0
15,subtract,5,1,1,1,4,4
15,subtract,5,2,2,1,3,3
15,subtract,5,3,3,1,2,2
15,subtract,5,4,4,1,1,1
15,subtract,5,5,5,1,0,0
15,subtract,5,6,6,1,0,0
15,subtract,5,7,7,1,0,0
15,subtract,5,8,8,1,0,0
15,subtract,5,9,9,1,0,0
15,subtract,6,1,1,1,5,5
15,subtract,6,2,2,1,4,4
15,subtract,6,3,3,1,3,3
15,subtract,6,4,4,1,2,2
15,subtract,6,5,5,1,1,1
15,subtract,6,6,6,1,0,0
15,subtract,6,7,7,1,0,0
15,subtract,6,8,8,1,0,0
15,subtract,6,9,9,1,0,0
15,subtract,7,1,1,1,6,6
15,subtract,7,2,2,1,5,5
15,subtract,7,3,3,1,4,4
15,subtract,7,4,4,1,3,3
15,subtract,7,5,5,1,2,2
15,subtract,7,6,6,1,1,1
15,subtract,7,7,7,1,0,0
15,subtract,7,8,8,1,0,0
15,subtract,7,9,9,1,0,0
15,subtract,8,1,1,1,7,7
15,subtract,8,2,2,1,6,6
15,subtract,8,3,3,1,5,5
15,subtract,8,4,4,1,4,4
15,subtract,8,5,5,1,3,3
15,subtract,8,6,6,1,2,2
15,subtract,8,7,7,1,1,1
15,subtract,8,8,8,1,0,0
15,subtract,8,9,9,1,0,0
15,subtract,9,1,1,1,8,8
15,subtract,9,2,2,1,7,7
15,subtract,9,3,3,1,6,6
15,subtract,9,4,4,1,5,5
15,subtract,9,5,5,1,4,4
15,subtract,9,6,6,1,3,3
15,subtract,9,7,7,1,2,2
15,subtract,9,8,8,1,1,1
15,subtract,9,9,9,1,0,0
15,multiply,1,1,1,1,1,1
15,multiply,1,2,2,1,2,2
15,multiply,1,3,3,1,3,3
15,multiply,1,4,4,1,4,4
15,multiply,1,5,5,1,5,5
15,multiply,1,6,6,1,6,6
15,multiply,1,7,7,1,7,7
15,multiply,1,8,8,1,8,8
15,multiply,1,9,9,1,9,9
15,multiply,2,1,2,1,2,2
15,multiply,2,2,4,1,4,4
15,multiply,2,3,6,1,6,6
15,multiply,2,4,8,1,8,8
15,multiply,2,5,10,1,10,10
15,multiply,2,6,12,1,12,12
15,multiply,2,7,14,1,14,14
15,multiply,2,8,16,1,16,16
15,multiply,2,9,18,1,18,18
15,multiply,3,1,3,1,3,3
15,multiply,3,2,6,1,6,6
15,multiply,3,3,9,1,9,9
15,multiply,3,4,12,1,12,12
15,multiply,3,5,15,1,15,15
15,multiply,3,6,18,1,18,18
15,multiply,3,7,21,1,21,21
15,multiply,3,8,24,1,24,24
15,multiply,3,9,27,1,27,27
15,multiply,4,1,4,1,4,4
15,multiply,4,2,8,1,8,8
15,multiply,4,3,12,1,12,12
15,multiply,4,4,16,1,16,16
15,multiply,4,5,20,1,20,20
15,multiply,4,6,24,1,24,24
15,multiply,4,7,28,1,28,28
15,multiply,4,8,32,1,32,32
15,multiply,4,9,36,1,36,36
15,multiply,5,1,5,1,5,5
15,multiply,5,2,10,1,10,10
15,multiply,5,3,15,1,15,15
15,multiply,5,4,20,1,20,20
15,multiply,5,5,25,1,25,25
15,multiply,5,6,30,1,30,30
15,multiply,5,7,35,1,35,35
15,multiply,5,8,40,1,40,40
15,multiply,5,9,45,1,45,45
15,multiply,6,1,6,1,6,6
15,multiply,6,2,12,1,12,12
15,multiply,6,3,18,1,18,18
15,multiply,6,4,24,1,24,24
15,multiply,6,5,30,1,30,30
15,multiply,6,6,36,1,36,36
15,multiply,6,7,42,1,42,42
15,multiply,6,8,48,1,48,48
15,multiply,6,9,54,1,54,54
15,multiply,7,1,7,1,7,7
15,multiply,7,2,14,1,14,14
15,multiply,7,3,21,1,21,21
15,multiply,7,4,28,1,28,28
15,multiply,7,5,35,1,35,35
15,multiply,7,6,42,1,42,42
15,multiply,7,7,49,1,49,49
15,multiply,7,8,56,1,56,56
15,multiply,7,9,63,1,63,63
15,multiply,8,1,8,1,8,8
15,multiply,8,2,16,1,16,16
15,multiply,8,3,24,1,24,24
15,multiply,8,4,32,1,32,32
15,multiply,8,5,40,1,40,40
15,multiply,8,6,48,1,48,48
15,multiply,8,7,56,1,56,56
15,multiply,8,8,64,1,64,64
15,multiply,8,9,72,1,72,72
15,multiply,9,1,9,1,9,9
15,multiply,9,2,18,1,18,18
15,multiply,9,3,27,1,27,27
15,multiply,9,4,36,1,36,36
15,multiply,9,5,45,1,45,45
15,multiply,9,6,54,1,54,54
15,multiply,9,7,63,1,63,63
15,multiply,9,8,72,1,72,72
15,multiply,9,9,81,1,81,81
15,divide,1,1,1,1,1,1
15,divide,1,2,0,1,0,0
15,divide,1,3,0,1,0,0
15,divide,1,4,0,1,0,0
15,divide,1,5,0,1,0,0
15,divide,1,6,0,1,0,0
15,divide,1,7,0,1,0,0
15,divide,1,8,0,1,0,0
15,divide,1,9,0,1,0,0
15,divide,2,1,2,1,2,2
15,divide,2,2,2,1,1,1
15,divide,2,3,0,1,0,0
15,divide,2,4,0,1,0,0
15,divide,2,5,0,1,0,0
15,divide,2,6,0,1,0,0
15,divide,2,7,0,1,0,0
15,divide,2,8,0,1,0,0
15,divide,2,9,0,1,0,0
15,divide,3,1,3,1,3,3
15,divide,3,2,2,1,1,1
15,divide,3,3,3,1,1,1
15,divide,3,4,0,1,0,0
15,divide,3,5,0,1,0,0
15,divide,3,6,0,1,0,0
15,divide,3,7,0,1,0,0
15,divide,3,8,0,1,0,0
15,divide,3,9,0,1,0,0
15,divide,4,1,4,1,4,4
15,divide,4,2,4,1,2,2
15,divide,4,3,3,1,1,1
15,divide,4,4,4,1,1,1
15,divide,4,5,0,1,0,0
15,divide,4,6,0,1,0,0
15,divide,4,7,0,1,0,0
15,divide,4,8,0,1,0,0
15,divide,4,9,0,1,0,0
15,divide,5,1,5,1,5,5
15,divide,5,2,4,1,2,2
15,divide,5,3,3,1,1,1
15,divide,5,4,4,1,1,1
15,divide,5,5,5,1,1,1
15,divide,5,6,0,1,0,0
15,divide,5,7,0,1,0,0
15,divide,5,8,0,1,0,0
15,divide,5,9,0,1,0,0
15,divide,6,1,6,1,6,6
15,divide,6,2,6,1,3,3
15,divide,6,3,6,1,2,2
15,divide,6,4,4,1,1,1
15,divide,6,5,5,1,1,1
15,divide,6,6,6,1,1,1
15,divide,6,7,0,1,0,0
15,divide,6,8,0,1,0,0
15,divide,6,9,0,1,0,0
15,divide,7,1,7,1,7,7
15,divide,7,2,6,1,3,3
15,divide,7,3,6,1,2,2
15,divide,7,4,4,1,1,1
15,divide,7,5,5,1,1,1
15,divide,7,6,6,1,1,1
15,divide,7,7,7,1,1,1
15,divide,7,8,0,1,0,0
15,divide,7,9,0,1,0,0
15,divide,8,1,8,1,8,8
15,divide,8,2,8,1,4,4
15,divide,8,3,6,1,2,2
15,divide,8,4,8,1,2,2
15,divide,8,5,5,1,1,1
15,divide,8,6,6,1,1,1
15,divide,8,7,7,1,1,1
15,divide,8,8,8,1,1,1
15,divide,8,9,0,1,0,0
15,divide,9,1,9,1,9,9
15,divide,9,2,8,1,4,4
15,divide,9,3,9,1,3,3
15,divide,9,4,8,1,2,2
15,divide,9,5,5,1,1,1
15,divide,9,6,6,1,1,1
15,divide,9,7,7,1,1,1
15,divide,9,8,8,1,1,1
15,divide,9,9,9,1,1,1
21,add,1,1,1,1,2,2
21,add,1,2,2,1,3,3
21,add,1,3,3,1,4,4
21,add,1,4,4,1,5,5
21,add,1,5,5,1,6,6
21,add,1,6,6,1,7,7
21,add,1,7,7,1,8,8
21,add,1,8,8,1,9,9
21,add,1,9,9,1,10,10
21,add,2,1,1,1,3,3
21,add,2,2,2,1,4,4
21,add,2,3,3,1,5,5
21,add,2,4,4,1,6,6
21,add,2,5,5,1,7,7
21,add,2,6,6,1,8,8
21,add,2,7,7,1,9,9
21,add,2,8,8,1,10,10
21,add,2,9,9,1,11,11
21,add,3,1,1,1,4,4
21,add,3,2,2,1,5,5
21,add,3,3,3,1,6,6
21,add,3,4,4,1,7,7
21,add,3,5,5,1,8,8
21,add,3,6,6,1,9,9
21,add,3,7,7,1,10,10
21,add,3,8,8,1,11,11
21,add,3,9,9,1,12,12
21,add,4,1,1,1,5,5
21,add,4,2,2,1,6,6
21,add,4,3,3,1,7,7
21,add,4,4,4,1,8,8
21,add,4,5,5,1,9,9
21,add,4,6,6,1,10,10
21,add,4,7,7,1,11,11
21,add,4,8,8,1,12,12
21,add,4,9,9,1,13,13
21,add,5,1,1,1,6,6
21,add,5,2,2,1,7,7
21,add,5,3,3,1,8,8
21,add,5,4,4,1,9,9
21,add,5,5,5,1,10,10
21,add,5,6,6,1,11,11
21,add,5,7,7,1,12,12
21,add,5,8,8,1,13,13
21,add,5,9,9,1,14,14
21,add,6,1,1,1,7,7
21,add,6,2,2,1,8,8
21,add,6,3,3,1,9,9
21,add,6,4,4,1,10,10
21,add,6,5,5,1,11,11
21,add,6,6,6,1,12,12
21,add,6,7,7,1,13,13
21,add,6,8,8,1,14,14
21,add,6,9,9,1,15,15
21,add,7,1,1,1,8,8
21,add,7,2,2,1,9,9
21,add,7,3,3,1,10,10
21,add,7,4,4,1,11,11
21,add,7,5,5,1,12,12
21,add,7,6,6,1,13,13
21,add,7,7,7,1,14,14
21,add,7,8,8,1,15,15
21,add,7,9,9,1,16,16
21,add,8,1,1,1,9,9
21,add,8,2,2,1,10,10
21,add,8,3,3,1,11,11
21,add,8,4,4,1,12,12
21,add,8,5,5,1,13,13
21,add,8,6,6,1,14,14
21,add,8,7,7,1,15,15
21,add,8,8,8,1,16,16
21,add,8,9,9,1,17,17
21,add,9,1,1,1,10,10
21,add,9,2,2,1,11,11
21,add,9,3,3,1,12,12
21,add,9,4,4,1,13,13
21,add,9,5,5,1,14,14
21,add,9,6,6,1,15,15
21,add,9,7,7,1,16,16
21,add,9,8,8,1,17,17
21,add,9,9,9,1,18,18
21,subtract,1,1,1,1,0,0
21,subtract,1,2,2,1,0,0
21,subtract,1,3,3,1,0,0
21,subtract,1,4,4,1,0,0
21,subtract,1,5,5,1,0,0
21,subtract,1,6,6,1,0,0
21,subtract,1,7,7,1,0,0
21,subtract,1,8,8,1,0,0
21,subtract,1,9,9,1,0,0
21,subtract,2,1,1,1,1,1
21,subtract,2,2,2,1,0,0
21,subtract,2,3,3,1,0,0
21,subtract,2,4,4,1,0,0
21,subtract,2,5,5,1,0,0
21,subtract,2,6,6,1,0,0
21,subtract,2,7,7,1,0,0
21,subtract,2,8,8,1,0,0
21,subtract,2,9,9,1,0,0
21,subtract,3,1,1,1,2,2
21,subtract,3,2,2,1,1,1
21,subtract,3,3,3,1,0,0
21,subtract,3,4,4,1,0,0
21,subtract,3,5,5,1,0,0
21,subtract,3,6,6,1,0,0
21,subtract,3,7,7,1,0,0
21,subtract,3,8,8,1,0,0
21,subtract,3,9,9,1,0,0
21,subtract,4,1,1,1,3,3
21,subtract,4,2,2,1,2,2
21,subtract,4,3,3,1,1,1
21,subtract,4,4,4,1,0,0
21,subtract,4,5,5,1,0,0
21,subtract,4,6,6,1,0,0
21,subtract,4,7,7,1,0,0
21,subtract,4,8,8,1,0,0
21,subtract,4,9,9,1,0,0
21,subtract,5,1,1,1,4,4
21,subtract,5,2,2,1,3,3
21,subtract,5,3,3,1,2,2
21,subtract,5,4,4,1,1,1
21,subtract,5,5,5,1,0,0
21,subtract,5,6,6,1,0,0
21,subtract,5,7,7,1,0,0
21,subtract,5,8,8,1,0,0
21,subtract,5,9,9,1,0,0
21,subtract,6,1,1,1,5,5
21,subtract,6,2,2,1,4,4
